id,starttijd,before,after
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-10 03:18:55,2020-03-10 03:18:55,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-25 07:26:02,2020-03-25 07:26:02,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-22 06:43:22,2020-03-22 06:43:22,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-07 01:21:04,2020-03-07 01:21:04,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-10 02:42:35,2020-03-10 02:42:35,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-26 09:14:42,2020-03-26 09:14:42,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-09 03:58:22,2020-03-09 03:58:22,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-03 19:59:11,2020-03-03 19:59:11,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-02 05:33:42,2020-03-02 05:33:42,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0319ra_2020-03-27 06:46:12,2020-03-27 06:46:12,"""{\""RWS01_MONIBAS_0201hrr0285ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0284ra\"": 2839.976189568402, \""RWS01_MONIBAS_0201hrr0257ra\"": 431.05659007992244}""","""{\""RWS01_MONIBAS_0201hrr0288ra\"": 3231.814935862123, \""RWS01_MONIBAS_0201hrr0291ra\"": 3533.7924432076416, \""RWS01_MONIBAS_0201hrr0295ra\"": 3924.3419620541467, \""RWS01_MONIBAS_0201hrr0298ra\"": 4231.080458587956, \""RWS01_MONIBAS_0201hrr0301ra\"": 4614.416258398908, \""RWS01_MONIBAS_0200vwa0303ra\"": 4743.437957210798, \""RWS01_MONIBAS_0201hrr0306ra\"": 5026.462277661043, \""RWS01_MONIBAS_0201hrr0309ra\"": 5396.736692551054, \""RWS01_MONIBAS_0201hrr0312ra\"": 5673.210200071818, \""RWS01_MONIBAS_0201hrr0315ra\"": 5961.9439339821965, \""RWS01_MONIBAS_0201hrr0319ra\"": 6311.120786673314}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-24 02:41:40,2020-03-24 02:41:40,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-14 07:44:57,2020-03-14 07:44:57,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-13 02:43:10,2020-03-13 02:43:10,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-21 06:36:46,2020-03-21 06:36:46,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-07 19:49:52,2020-03-07 19:49:52,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
no_incident_camera_baseRWS01_MONIBAS_0201hrr0343ra_2020-03-10 00:08:33,2020-03-10 00:08:33,"""{\""RWS01_MONIBAS_0201hrr0309ra\"": 3000.0, \""RWS01_MONIBAS_0201hrr0306ra\"": 2629.725585109989, \""RWS01_MONIBAS_0200vwa0303ra\"": 2346.701264659744, \""RWS01_MONIBAS_0201hrr0301ra\"": 2217.679565847854, \""RWS01_MONIBAS_0201hrr0298ra\"": 1834.343766036901, \""RWS01_MONIBAS_0201hrr0295ra\"": 1527.6052695030921, \""RWS01_MONIBAS_0201hrr0291ra\"": 1137.0557506565872, \""RWS01_MONIBAS_0201hrr0288ra\"": 835.0782433110685, \""RWS01_MONIBAS_0201hrr0285ra\"": 603.2633074489454, \""RWS01_MONIBAS_0201hrr0284ra\"": 443.2394970173473}""","""{\""RWS01_MONIBAS_0201hrr0312ra\"": 3276.473507520763, \""RWS01_MONIBAS_0201hrr0315ra\"": 3565.2072414311415, \""RWS01_MONIBAS_0201hrr0319ra\"": 3914.3840941222593, \""RWS01_MONIBAS_0201hrr0322ra\"": 4223.191397121996, \""RWS01_MONIBAS_0201hrr0324ra\"": 4476.743906641348, \""RWS01_MONIBAS_0201hrr0328ra\"": 4808.485889682265, \""RWS01_MONIBAS_0201hrr0332ra\"": 5207.043163254888, \""RWS01_MONIBAS_0201hrr0333ra\"": 5365.711427065204, \""RWS01_MONIBAS_0201hrr0338ra\"": 5855.304155204734, \""RWS01_MONIBAS_0201hrr0343ra\"": 6304.468399547873}"""
